,MOLECULE_CHEMBL_ID,MOLECULE_NAME,MOLECULE_TYPE,FIRST_APPROVAL,ATC_CODE,ATC_CODE_DESCRIPTION,USAN_STEM,MECHANISM_OF_ACTION,MECHANISM_COMMENT,SELECTIVITY_COMMENT,TARGET_CHEMBL_ID,TARGET_NAME,ACTION_TYPE,ORGANISM,TARGET_TYPE,SITE_NAME,BINDING_SITE_COMMENT,MECHANISM_REFS,CANONICAL_SMILES,chembl,hgnc_symbol
3995,CHEMBL1201618,Glucagon Hydrochloride,Protein,1960.0,H04AA01,"H04AA01 [SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS: PANCREATIC HORMONES: GLYCOGENOLYTIC HORMONES: Glycogenolytic hormones]",,Glucagon receptor agonist,,,CHEMBL1985,Glucagon receptor,AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:12529935, URL:http://europepmc.org/abstract/MED/12529935",,CHEMBL1985,GCGR
3996,CHEMBL1095097,Eplerenone,Small molecule,2002.0,C03DA04,C03DA04 [CARDIOVASCULAR SYSTEM: DIURETICS: POTASSIUM-SPARING AGENTS: Aldosterone antagonists],-renone,Mineralocorticoid receptor antagonist,,,CHEMBL1994,Mineralocorticoid receptor,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=cd6cbf0b-34b8-43aa-8037-360480a19cf8#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cd6cbf0b-34b8-43aa-8037-360480a19cf8#section-13",COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]34O[C@@H]3C[C@@]5(C)[C@@H](CC[C@@]56CCC(=O)O6)[C@H]14,,
3997,CHEMBL494,Iloprost,Small molecule,2004.0,B01AC11,B01AC11 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Platelet aggregation inhibitors excl. heparin],-prost,Prostanoid IP receptor agonist,,,CHEMBL1995,Prostanoid IP receptor,AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=d3bebc1c-f032-402a-bbc9-aff024276ed1#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d3bebc1c-f032-402a-bbc9-aff024276ed1#nlm34090-1|Name:ISBN, SrcID:0443-059748 PP. 216, URL:http://www.isbnsearch.org/isbn/0443059748",CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(=C/CCCC(=O)O)\C[C@H]12,CHEMBL1995,PTGIR
3998,CHEMBL1744,Phendimetrazine,Small molecule,1976.0,,,,Dopamine transporter inhibitor,,,CHEMBL238,Dopamine transporter,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:23211394, URL:http://europepmc.org/abstract/MED/23211394|Name:FDA, SrcID:label/2012/018074s034lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/018074s034lbl.pdf|Name:DailyMed, SrcID:setid=c4adaaef-cb23-4e29-8645-347578beb60a#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c4adaaef-cb23-4e29-8645-347578beb60a#nlm34090-1",CC1C(OCCN1C)c2ccccc2,CHEMBL238,SLC6A3
3999,CHEMBL1159650,Clobetasol Propionate,Small molecule,1985.0,D07AD01,"D07AD01 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, PLAIN: Corticosteroids, very potent (group IV)]",,Glucocorticoid receptor agonist,,,CHEMBL2034,Glucocorticoid receptor,AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:9891987, URL:http://europepmc.org/abstract/MED/9891987",CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl,CHEMBL2034,NR3C1
4000,CHEMBL1473,Fluticasone Propionate,Small molecule,1990.0,D07AC17; R01AD08; R01AD58; R03BA05,"D07AC17 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, PLAIN: Corticosteroids, potent (group III)]; R01AD08 [RESPIRATORY SYSTEM: NASAL PREPARATIONS: DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE: Corticosteroids]; R01AD58 [RESPIRATORY SYSTEM: NASAL PREPARATIONS: DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE: Corticosteroids]; R03BA05 [RESPIRATORY SYSTEM: DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES: OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS: Glucocorticoids]",,Glucocorticoid receptor agonist,,,CHEMBL2034,Glucocorticoid receptor,AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:11730731, URL:http://europepmc.org/abstract/MED/11730731|Name:PubMed, SrcID:7878687, URL:http://europepmc.org/abstract/MED/7878687|Name:PubMed, SrcID:8646863, URL:http://europepmc.org/abstract/MED/8646863|Name:PubMed, SrcID:10518812, URL:http://europepmc.org/abstract/MED/10518812",CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,CHEMBL2034,NR3C1
4001,CHEMBL1201571,Alefacept,Protein,2003.0,L04AA15,L04AA15 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: IMMUNOSUPPRESSANTS: IMMUNOSUPPRESSANTS: Selective immunosuppressants],-cept,T-cell surface antigen CD2 inhibitor,,,CHEMBL2040,T-cell surface antigen CD2,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:FDA, SrcID:label/2012/125036s0144lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/125036s0144lbl.pdf|Name:DailyMed, SrcID:archiveid=20297, URL:http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=20297",,CHEMBL2040,CD2
4002,CHEMBL1229,Oseltamivir,Small molecule,1999.0,J05AH02,J05AH02 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIVIRALS FOR SYSTEMIC USE: DIRECT ACTING ANTIVIRALS: Neuraminidase inhibitors],-vir,Neuraminidase inhibitor,,,CHEMBL2051,Neuraminidase,INHIBITOR,Influenza A virus (A/Puerto Rico/8/1934(H1N1)),SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=644ddc43-b2fa-44bd-aeb7-2547defb85e0, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=644ddc43-b2fa-44bd-aeb7-2547defb85e0",CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(=O)C)[C@@H](N)C1,,
4003,CHEMBL668,Protriptyline,Small molecule,1967.0,N06AA11,N06AA11 [NERVOUS SYSTEM: PSYCHOANALEPTICS: ANTIDEPRESSANTS: Non-selective monoamine reuptake inhibitors],-triptyline,Norepinephrine transporter inhibitor,,,CHEMBL222,Norepinephrine transporter,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:18923402, URL:http://europepmc.org/abstract/MED/18923402",CNCCCC1c2ccccc2C=Cc3ccccc13,CHEMBL222,SLC6A2
4004,CHEMBL2105717,Cabozantinib,Small molecule,2012.0,L01XE26,L01XE26 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors],-tinib,Hepatocyte growth factor receptor inhibitor,"Multi-kinase inhibitor; Cabozantinib (XL184) is a potent inhibitor of MET and VEGFR2 that also inhibits RET, KIT, AXL, and FLT3, all of which have been implicated in tumor pathogenesis (PMID: 21926191)",,CHEMBL3717,Hepatocyte growth factor receptor,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=1a0c3bea-c87b-4d25-bb44-5f0174da6b34, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1a0c3bea-c87b-4d25-bb44-5f0174da6b34|Name:PubMed, SrcID:23104465, URL:http://europepmc.org/abstract/MED/23104465|Name:PubMed, SrcID:21926191, URL:http://europepmc.org/abstract/MED/21926191",COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3)c2cc1OC,CHEMBL3717,MET
4005,CHEMBL1433,Doxycycline,Small molecule,1967.0,J01AA02; A01AB22,J01AA02 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: TETRACYCLINES: Tetracyclines]; A01AB22 [ALIMENTARY TRACT AND METABOLISM: STOMATOLOGICAL PREPARATIONS: STOMATOLOGICAL PREPARATIONS: Antiinfectives and antiseptics for local oral treatment],-cycline,Matrix metalloproteinase 7 inhibitor,"It is an antibiotic, however, its primary action, due to the concentration reached in the human body is via metalloproteinases inhibition, which is beneficial in many pathological conditions in which MMP-mediated proteolysis of the extracellular matrix (ECM) contributes to the pathogenesis, such as heart remodeling, tumor invasion, and inflammation",,CHEMBL4073,Matrix metalloproteinase 7,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=3105a84b-655e-4940-9d11-4209cdb05d6b, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3105a84b-655e-4940-9d11-4209cdb05d6b|Name:PubMed, SrcID:20370419, URL:http://europepmc.org/abstract/MED/20370419|Name:PubMed, SrcID:20592239, URL:http://europepmc.org/abstract/MED/20592239|Name:PubMed, SrcID:17199549, URL:http://europepmc.org/abstract/MED/17199549",C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O,CHEMBL4073,MMP7
4006,CHEMBL503,Lovastatin,Small molecule,1987.0,C10AA02,"C10AA02 [CARDIOVASCULAR SYSTEM: LIPID MODIFYING AGENTS: LIPID MODIFYING AGENTS, PLAIN: HMG CoA reductase inhibitors]",-stat-,HMG-CoA reductase inhibitor,,,CHEMBL402,HMG-CoA reductase,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=10a557fe-6620-4b15-862a-d3ff5dece612, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=10a557fe-6620-4b15-862a-d3ff5dece612",CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,CHEMBL402,HMGCR
4007,CHEMBL1201584,Abciximab,Antibody,1993.0,B01AC13,B01AC13 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Platelet aggregation inhibitors excl. heparin],-mab,Integrin alpha-IIb/beta-3 inhibitor,,,CHEMBL2093869,Integrin alpha-IIb/beta-3,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,Integrin beta-3 subunit,Beta subunit is binding site,"Name:DailyMed, SrcID:setid=033d4c3b-4630-4256-b8f7-9ed5f15de9a3, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=033d4c3b-4630-4256-b8f7-9ed5f15de9a3",,,
4008,CHEMBL428647,Paclitaxel,Small molecule,1992.0,L01CD01,L01CD01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:Wikipedia, SrcID:Microtubule, URL:http://en.wikipedia.org/wiki/Microtubule|Name:DailyMed, SrcID:setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15",CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,CHEMBL2095182,TUBB8
4009,CHEMBL428647,Paclitaxel,Small molecule,1992.0,L01CD01,L01CD01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:Wikipedia, SrcID:Microtubule, URL:http://en.wikipedia.org/wiki/Microtubule|Name:DailyMed, SrcID:setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15",CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,CHEMBL2095182,TUBA3C
4010,CHEMBL428647,Paclitaxel,Small molecule,1992.0,L01CD01,L01CD01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:Wikipedia, SrcID:Microtubule, URL:http://en.wikipedia.org/wiki/Microtubule|Name:DailyMed, SrcID:setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15",CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,CHEMBL2095182,TUBA4A
4011,CHEMBL428647,Paclitaxel,Small molecule,1992.0,L01CD01,L01CD01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:Wikipedia, SrcID:Microtubule, URL:http://en.wikipedia.org/wiki/Microtubule|Name:DailyMed, SrcID:setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15",CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,CHEMBL2095182,TUBA3E
4012,CHEMBL428647,Paclitaxel,Small molecule,1992.0,L01CD01,L01CD01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:Wikipedia, SrcID:Microtubule, URL:http://en.wikipedia.org/wiki/Microtubule|Name:DailyMed, SrcID:setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15",CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,CHEMBL2095182,TUBB6
4013,CHEMBL428647,Paclitaxel,Small molecule,1992.0,L01CD01,L01CD01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:Wikipedia, SrcID:Microtubule, URL:http://en.wikipedia.org/wiki/Microtubule|Name:DailyMed, SrcID:setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15",CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,CHEMBL2095182,TUBB2B
4014,CHEMBL428647,Paclitaxel,Small molecule,1992.0,L01CD01,L01CD01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:Wikipedia, SrcID:Microtubule, URL:http://en.wikipedia.org/wiki/Microtubule|Name:DailyMed, SrcID:setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=24d10449-2936-4cd3-b7db-a7683db721e4#section-15",CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,CHEMBL2095182,TUBA3D
4015,CHEMBL1201748,Cabazitaxel,Small molecule,2010.0,L01CD04,L01CD04 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,Stabilises microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:DailyMed, SrcID:setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1|Name:Wikipedia, SrcID:Taxane, URL:http://en.wikipedia.org/wiki/Taxane",CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](OC)C(=O)[C@]13C)C5(C)C)C,CHEMBL2095182,TUBB8
4016,CHEMBL1201748,Cabazitaxel,Small molecule,2010.0,L01CD04,L01CD04 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,Stabilises microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:DailyMed, SrcID:setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1|Name:Wikipedia, SrcID:Taxane, URL:http://en.wikipedia.org/wiki/Taxane",CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](OC)C(=O)[C@]13C)C5(C)C)C,CHEMBL2095182,TUBA3C
4017,CHEMBL1201748,Cabazitaxel,Small molecule,2010.0,L01CD04,L01CD04 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,Stabilises microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:DailyMed, SrcID:setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1|Name:Wikipedia, SrcID:Taxane, URL:http://en.wikipedia.org/wiki/Taxane",CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](OC)C(=O)[C@]13C)C5(C)C)C,CHEMBL2095182,TUBA4A
4018,CHEMBL1201748,Cabazitaxel,Small molecule,2010.0,L01CD04,L01CD04 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,Stabilises microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:DailyMed, SrcID:setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1|Name:Wikipedia, SrcID:Taxane, URL:http://en.wikipedia.org/wiki/Taxane",CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](OC)C(=O)[C@]13C)C5(C)C)C,CHEMBL2095182,TUBA3E
4019,CHEMBL1201748,Cabazitaxel,Small molecule,2010.0,L01CD04,L01CD04 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,Stabilises microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:DailyMed, SrcID:setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1|Name:Wikipedia, SrcID:Taxane, URL:http://en.wikipedia.org/wiki/Taxane",CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](OC)C(=O)[C@]13C)C5(C)C)C,CHEMBL2095182,TUBB6
4020,CHEMBL1201748,Cabazitaxel,Small molecule,2010.0,L01CD04,L01CD04 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,Stabilises microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:DailyMed, SrcID:setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1|Name:Wikipedia, SrcID:Taxane, URL:http://en.wikipedia.org/wiki/Taxane",CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](OC)C(=O)[C@]13C)C5(C)C)C,CHEMBL2095182,TUBB2B
4021,CHEMBL1201748,Cabazitaxel,Small molecule,2010.0,L01CD04,L01CD04 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Taxanes],-taxel,Tubulin inhibitor,Stabilises microtubule assembly,,CHEMBL2095182,Tubulin,INHIBITOR,Homo sapiens,PROTEIN COMPLEX GROUP,Beta tubulin paclitaxel binding site,Binds to beta tubulin,"Name:DailyMed, SrcID:setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa#nlm34090-1|Name:Wikipedia, SrcID:Taxane, URL:http://en.wikipedia.org/wiki/Taxane",CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](OC)C(=O)[C@]13C)C5(C)C)C,CHEMBL2095182,TUBA3D
